"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Cristhian Adames","- - -","176","367","2","32","22","2","8.2 %","21.0 %",".070",".273",".213",".289",".284",".258","42","0.4","-25.3","-0.8","-1.5","6013"
"John Hicks","- - -","254","871","28","91","90","4","5.6 %","30.1 %",".156",".309",".235",".280",".391",".287","76","-7.3","-33.2","-11.7","-1.5","12547"
"Kevin Witt","- - -","146","424","15","38","41","1","4.5 %","25.5 %",".143",".279",".233",".267",".376",".279","67","-1.2","-19.4","-11.0","-1.5","362"
"Scott Bradley","- - -","604","1801","18","149","184","3","5.8 %","6.1 %",".086",".263",".257",".302",".343",".288","73","-2.4","-58.9","-15.8","-1.5","1001315"
"Curtis Wilkerson","- - -","972","2651","8","272","179","81","5.2 %","15.2 %",".060",".288",".245",".286",".305",".268","62","-1.5","-119.1","18.7","-1.5","1013951"
"Todd Dunwoody","- - -","295","986","11","98","81","13","5.2 %","23.7 %",".115",".298",".233",".277",".348",".276","61","0.0","-51.7","2.3","-1.5","381"
"Chad Moeller","- - -","501","1539","29","146","132","2","7.0 %","21.5 %",".126",".275",".226",".288",".352",".279","61","-9.8","-87.5","19.5","-1.5","66"
"Greg Dobbs","- - -","959","2272","46","204","274","14","5.8 %","17.7 %",".125",".300",".261",".306",".386",".299","81","-4.4","-54.8","-30.0","-1.5","2158"
"Dave Edler","Mariners","126","382","6","34","36","12","9.2 %","13.9 %",".093",".237",".216",".291",".308",".275","64","-1.9","-17.4","-9.6","-1.5","1003675"
"Willie Montanez","- - -","398","1301","20","107","143","3","6.2 %","10.3 %",".090",".273",".257",".304",".347",".289","80","-2.1","-32.2","-24.5","-1.6","1009062"
"Jeff Abbott","- - -","233","651","18","82","83","6","5.8 %","14.0 %",".153",".281",".263",".307",".416",".314","83","-1.0","-15.6","-22.8","-1.6","1000011"
"Mike Rabelo","- - -","86","308","4","23","28","0","4.5 %","21.8 %",".097",".289",".234",".281",".331",".273","59","-4.0","-19.9","-6.2","-1.6","3693"
"Angel Salazar","- - -","383","932","2","69","59","6","2.0 %","16.1 %",".058",".252",".212",".230",".270",".223","32","-1.5","-77.9","32.0","-1.6","1011377"
"Nelson Norman","- - -","175","439","0","41","24","4","4.8 %","10.3 %",".041",".243",".218",".255",".258",".236","41","0.1","-31.7","1.9","-1.6","1009634"
"Mike Olt","- - -","135","400","16","32","43","1","9.3 %","37.0 %",".162",".221",".168",".250",".330",".260","61","-1.7","-19.6","-7.5","-1.6","10698"
"Ruben Mateo","- - -","295","951","21","106","89","11","5.2 %","19.9 %",".136",".296",".250",".303",".386",".302","73","2.2","-30.5","-17.6","-1.6","340"
"Tomas Perez","- - -","789","2074","24","205","180","6","6.3 %","16.4 %",".102",".280",".240",".290",".342",".276","61","1.5","-105.2","17.7","-1.6","965"
"Tuffy Gosewisch","- - -","137","447","5","25","30","2","4.3 %","20.4 %",".081",".230",".190",".228",".271",".222","29","-1.8","-39.1","9.9","-1.6","5277"
"Jose Nieves","- - -","212","573","9","55","51","2","4.0 %","17.8 %",".108",".281",".242",".278",".349",".275","58","-2.7","-35.0","-0.9","-1.6","26"
"Tom Lawless","- - -","343","590","2","78","24","53","6.9 %","14.4 %",".051",".242",".207",".263",".258",".241","46","5.4","-30.8","-3.8","-1.6","1007394"
"Chris Herrmann","- - -","370","992","25","108","103","10","9.5 %","27.4 %",".139",".265",".205",".282",".344",".276","67","6.0","-33.6","-14.1","-1.6","9284"
"Larry Sutton","- - -","252","647","12","63","78","4","8.5 %","15.8 %",".110",".263",".236",".302",".346",".288","65","-0.3","-29.5","-9.5","-1.6","939"
"Frank Castillo","- - -","297","394","0","7","13","0","3.3 %","28.2 %",".000",".162",".109",".142",".109",".121","-42","-0.4","-69.0","39.7","-1.6","180"
"Anthony Recker","- - -","206","630","18","55","70","3","9.5 %","30.6 %",".149",".266",".199",".283",".348",".279","76","3.1","-14.0","-20.7","-1.6","4063"
"Craig Shipley","- - -","582","1433","20","155","138","33","3.3 %","13.3 %",".100",".301",".271",".302",".371",".297","79","-0.7","-37.1","-26.1","-1.6","1011906"
"Alex Cintron","- - -","680","2217","33","244","222","18","5.1 %","10.4 %",".119",".294",".275",".313",".394",".307","78","1.2","-61.9","-29.5","-1.7","50"
"Joe Mather","- - -","229","537","14","49","49","7","6.3 %","20.9 %",".138",".254",".219",".271",".357",".273","65","-0.7","-22.9","-9.3","-1.7","3714"
"Anibal Sanchez","- - -","340","400","0","8","8","0","4.3 %","42.3 %",".009",".164",".084",".127",".092",".107","-46","-0.1","-72.4","43.2","-1.7","3284"
"George Wright","- - -","627","2325","42","231","208","19","5.4 %","13.5 %",".116",".268",".245",".288",".361",".288","76","-7.9","-74.5","-16.5","-1.7","1014279"
"Bartolo Colon","- - -","537","322","1","11","11","0","0.3 %","50.6 %",".024",".180",".085",".093",".108",".090","-53","0.0","-60.4","33.9","-1.7","375"
"Yadiel Rivera","- - -","188","314","1","33","15","4","8.6 %","30.6 %",".043",".263",".178",".248",".221",".211","28","0.7","-27.2","0.8","-1.7","11863"
"Emmanuel Burriss","- - -","326","856","1","92","42","41","6.7 %","13.0 %",".029",".275",".237",".300",".266",".260","56","7.0","-38.0","-4.7","-1.7","2917"
"Billy Beane","- - -","148","315","3","30","29","5","3.5 %","25.4 %",".076",".288",".219",".246",".296",".244","46","-1.0","-21.2","-5.3","-1.7","1000714"
"Matt Garza","- - -","290","314","0","7","4","0","1.9 %","49.4 %",".011",".185",".080",".110",".091",".095","-55","-0.5","-58.2","32.4","-1.7","3340"
"Terry Francona","- - -","708","1827","16","163","143","12","3.6 %","6.5 %",".077",".285",".274",".300",".351",".290","79","-2.8","-48.1","-28.3","-1.7","1004292"
"Ryan Jackson","- - -","226","494","7","49","52","7","6.5 %","24.3 %",".115",".308",".239",".292",".354",".287","72","-0.7","-18.5","-15.1","-1.7","472"
"Miguel Batista","- - -","648","351","2","20","9","0","3.1 %","49.3 %",".035",".190",".090",".121",".125",".114","-44","0.0","-66.8","38.1","-1.7","46"
"Bill Bean","- - -","272","519","5","42","53","3","4.8 %","16.2 %",".081",".259",".225",".266",".307",".256","53","-2.7","-32.9","-1.8","-1.7","1000713"
"Mike Bielecki","- - -","307","331","0","11","13","1","4.2 %","43.5 %",".000",".159",".078",".122",".078",".101","-52","0.2","-57.3","30.4","-1.7","1000951"
"Jimmy Paredes","- - -","332","1012","20","104","100","19","4.8 %","28.4 %",".118",".336",".251",".286",".369",".286","77","3.5","-23.7","-24.7","-1.7","5481"
"Jorge De La Rosa","- - -","432","419","0","22","27","0","1.7 %","38.2 %",".011",".218",".127",".144",".137",".128","-45","-0.2","-72.9","43.5","-1.7","2047"
"Nolan Ryan","Astros","282","679","2","25","28","1","4.6 %","35.1 %",".019",".161",".100",".144",".118",".128","-26","-1.0","-98.7","60.1","-1.7","1011348"
"Eric Munson","- - -","361","1186","49","97","147","4","8.8 %","19.7 %",".180",".225",".214",".289",".394",".296","78","-1.3","-35.2","-22.9","-1.7","481"
"Ronn Reynolds","- - -","143","381","4","22","21","0","4.7 %","25.2 %",".067",".243",".188",".228",".256",".218","30","-0.5","-32.4","2.5","-1.8","1010874"
"Ted Lilly","- - -","350","393","0","10","17","3","2.0 %","37.9 %",".023",".177",".101",".124",".124",".114","-44","-0.3","-70.4","40.7","-1.8","833"
"Marc Krauss","- - -","146","435","12","30","42","2","7.8 %","29.9 %",".136",".245",".188",".255",".324",".260","62","-2.2","-20.7","-9.6","-1.8","7577"
"Jason Grabowski","- - -","190","336","11","35","33","1","9.8 %","25.3 %",".143",".233",".196",".275",".339",".272","61","-1.3","-17.8","-11.2","-1.8","1604"
"Hensley Meulens","- - -","182","549","15","67","53","4","7.7 %","30.1 %",".133",".295",".220",".288",".353",".291","77","-0.5","-15.4","-19.6","-1.8","1008816"
"Tom Poquette","- - -","141","340","2","21","36","3","5.3 %","5.0 %",".055",".246",".244",".289",".299",".267","58","-0.5","-17.0","-10.8","-1.8","1010443"
"Joe Pettini","Giants","188","392","1","38","20","10","8.4 %","13.5 %",".035",".237",".203",".272",".238",".240","49","0.4","-22.2","-7.6","-1.8","1010251"
"Buddy Biancalana","- - -","311","607","6","70","30","8","6.8 %","25.9 %",".087",".276",".205",".261",".293",".253","51","-1.3","-37.0","-0.6","-1.8","1000942"
"Randy Johnson","- - -","345","663","1","19","40","0","2.7 %","42.2 %",".028",".235",".127",".155",".155",".142","-30","-0.1","-111.9","71.5","-1.8","60"
"Marc Newfield","- - -","355","1051","22","98","132","1","6.6 %","15.4 %",".126",".274",".249",".303",".375",".299","75","-1.6","-35.2","-18.3","-1.8","1009533"
"Jason Jaramillo","Pirates","119","366","4","23","38","2","7.4 %","16.1 %",".092",".274",".235",".293",".327",".276","66","-6.3","-21.5","-7.5","-1.8","8358"
"JB Shuck","- - -","461","1289","8","137","86","25","6.7 %","11.0 %",".071",".268",".243",".296",".314",".271","70","2.5","-42.4","-17.4","-1.8","6677"
"Roberto Mejia","- - -","133","450","10","47","40","7","6.2 %","26.2 %",".161",".279",".219",".270",".380",".283","53","0.1","-26.6","-7.7","-1.9","1008741"
"Chris Nelson","- - -","282","901","16","96","100","9","6.1 %","22.5 %",".124",".330",".265",".311",".388",".304","79","-5.4","-27.3","-18.1","-1.9","8175"
"Mike Richardt","- - -","185","618","4","46","60","11","4.4 %","10.0 %",".050",".245",".226",".259",".276",".244","48","1.0","-36.7","-1.0","-1.9","1010916"
"Donnie Sadler","- - -","418","861","6","125","46","25","6.4 %","18.9 %",".082",".246",".202",".262",".284",".247","38","3.6","-65.2","15.6","-1.9","627"
"Jason Schmidt","- - -","324","712","7","29","21","0","3.1 %","39.6 %",".050",".181",".106",".140",".156",".136","-31","0.0","-120.4","77.3","-1.9","1131"
"Bill Selby","- - -","198","473","11","45","48","1","7.0 %","15.0 %",".137",".241",".223",".279",".360",".277","61","0.6","-23.3","-12.6","-1.9","405"
"Andujar Cedeno","- - -","616","2238","47","221","223","26","6.4 %","21.8 %",".129",".287",".236",".292",".366",".288","75","-2.1","-70.9","-24.3","-1.9","1002099"
"Dan Meyer","- - -","596","2042","43","200","243","24","5.3 %","6.8 %",".132",".258",".258",".298",".390",".304","85","-1.1","-37.4","-47.5","-1.9","1008824"
"Brandon Webb","Diamondbacks","199","457","0","12","29","0","2.2 %","39.8 %",".023",".210",".113",".134",".136",".123","-44","-0.1","-84.3","49.7","-1.9","1692"
"Christian Bethancourt","- - -","161","489","8","43","46","3","3.7 %","24.3 %",".094",".280",".222",".252",".316",".248","52","-2.8","-30.5","-2.7","-1.9","10028"
"Pedro Martinez","- - -","430","518","0","22","18","0","2.9 %","36.7 %",".023",".174",".099",".134",".122",".121","-39","-0.1","-92.1","55.3","-1.9","200"
"Daryle Ward","- - -","948","2462","90","242","379","1","7.8 %","17.1 %",".184",".285",".263",".320",".447",".326","92","-16.8","-40.9","-59.0","-1.9","579"
"Charlie Morton","- - -","250","308","0","4","6","0","1.0 %","45.1 %",".015",".155",".075",".085",".090",".079","-62","-0.5","-59.4","31.3","-1.9","4676"
"Scott Pose","- - -","202","353","0","52","21","9","10.8 %","14.2 %",".029",".284",".240",".321",".268",".278","57","-0.8","-20.6","-11.9","-2.0","1010464"
"Ross Gload","- - -","795","1819","34","195","222","12","5.9 %","12.3 %",".127",".304",".281",".325",".408",".318","89","-14.5","-39.2","-41.5","-2.0","1538"
"Kevin Jordan","Phillies","560","1508","23","138","175","2","4.8 %","12.0 %",".106",".279",".258",".297",".363",".291","67","-0.9","-66.3","-3.8","-2.0","1006610"
"Matt Merullo","- - -","223","547","7","37","59","0","5.9 %","12.6 %",".085",".254",".234",".281",".319",".271","61","-0.9","-26.6","-11.0","-2.0","1008797"
"Greg Norton","- - -","1107","2764","89","315","338","15","11.7 %","21.9 %",".170",".295",".249",".339",".419",".332","93","-2.8","-26.6","-86.5","-2.0","1388"
"Matt Treanor","- - -","468","1482","18","120","129","5","9.9 %","19.3 %",".084",".268",".221",".313",".305",".281","67","-6.0","-66.2","-1.9","-2.0","2265"
"Luis Gonzalez","Rockies","291","951","23","100","98","5","4.1 %","16.5 %",".144",".321",".283",".321",".427",".325","83","-14.8","-35.5","-16.9","-2.0","1860"
"Andy Marte","- - -","308","940","21","86","99","1","7.1 %","19.1 %",".141",".250",".218",".276",".358",".279","67","-2.8","-41.8","-10.9","-2.0","3203"
"Gus Polidor","- - -","229","456","2","33","35","3","2.6 %","10.3 %",".048",".228",".207",".233",".256",".222","34","0.4","-35.1","1.0","-2.0","1010420"
"Andy Sheets","- - -","356","1073","19","118","113","16","7.1 %","25.6 %",".105",".277",".216",".271",".321",".263","53","1.3","-65.4","6.3","-2.0","1226"
"Glenn Adams","- - -","320","965","17","81","123","4","6.6 %","8.7 %",".109",".278",".270",".317",".379",".312","87","-1.5","-15.2","-34.6","-2.0","1000052"
"Billy Jo Robidoux","- - -","173","547","5","43","43","1","13.0 %","19.4 %",".077",".258",".209",".313",".286",".277","68","-0.8","-22.0","-16.0","-2.1","1011051"
"Duane Kuiper","- - -","525","1519","0","119","104","7","8.6 %","6.3 %",".036",".276",".258",".326",".294",".283","74","-4.5","-51.1","-19.1","-2.1","1007207"
"Brent Butler","Rockies","203","597","11","85","60","4","4.0 %","10.1 %",".132",".258",".248",".285",".380",".286","52","-0.6","-37.2","-3.2","-2.1","423"
"Mike Edwards","Athletics","168","485","1","45","26","11","3.3 %","8.7 %",".041",".254",".233",".262",".275",".245","49","-0.5","-30.6","-5.7","-2.1","1003691"
"Rob Brantly","- - -","127","429","7","32","37","1","7.7 %","21.4 %",".103",".280",".229",".294",".332",".276","72","-1.9","-15.3","-16.9","-2.1","10655"
"Michael Choice","- - -","96","300","9","22","36","1","7.3 %","25.3 %",".132",".221",".188",".253",".320",".258","58","-2.3","-16.3","-12.2","-2.1","11376"
"Mario Mendoza","- - -","362","978","3","72","65","8","3.3 %","13.6 %",".050",".252",".220",".246",".270",".235","39","-0.3","-70.4","18.9","-2.1","1008760"
"John Wehner","- - -","461","897","4","99","54","15","8.1 %","15.2 %",".066",".294",".249",".311",".315",".284","69","-0.2","-35.1","-15.1","-2.1","1013730"
"Bryan Holaday","- - -","269","735","10","65","74","1","5.3 %","18.2 %",".098",".284",".241",".287",".340",".272","68","-5.5","-33.3","-10.7","-2.1","11287"
"Luis Gomez","- - -","215","519","0","33","36","1","5.6 %","9.2 %",".027",".231",".208",".254",".235",".227","29","-1.7","-43.7","7.1","-2.1","1004823"
"Terry Mulholland","- - -","651","687","2","26","23","1","1.9 %","40.9 %",".034",".199",".111",".131",".145",".126","-34","-0.2","-110.8","68.2","-2.1","665"
"Danny Ainge","Blue Jays","211","721","2","57","37","12","5.1 %","17.8 %",".050",".268",".220",".264",".269",".245","43","0.6","-46.9","4.0","-2.2","1000091"
"Doug Dascenzo","- - -","540","1362","5","156","90","49","7.6 %","8.6 %",".063",".254",".234",".293",".297",".271","63","-0.7","-58.2","-5.9","-2.2","1002998"
"Mike Morgan","- - -","440","573","0","13","15","0","2.3 %","26.4 %",".010",".155",".109",".132",".119",".118","-40","0.0","-95.4","55.8","-2.2","67"
"Chad Allen","- - -","267","928","14","102","84","15","6.8 %","18.6 %",".120",".321",".269",".321",".389",".313","80","-4.9","-29.7","-24.9","-2.2","122"
"Wendell Magee","- - -","386","1169","24","120","122","7","5.9 %","17.5 %",".129",".281",".247",".291",".376",".291","73","-1.6","-41.1","-20.6","-2.2","477"
"Domingo Cedeno","- - -","429","1337","15","160","121","14","6.2 %","20.9 %",".103",".312",".251",".300",".354",".292","67","-2.6","-61.3","-8.4","-2.2","1002101"
"Chris Gomez","- - -","1515","5148","60","517","487","35","7.9 %","14.6 %",".098",".300",".262",".325",".360",".306","83","-17.6","-129.7","-61.6","-2.2","1208"
"Mike Mordecai","- - -","793","1512","24","157","132","13","7.4 %","17.3 %",".118",".285",".244",".303",".363",".293","70","-2.3","-61.2","-10.4","-2.2","1385"
"Melvin Nieves","- - -","458","1392","63","163","187","4","9.8 %","34.7 %",".207",".319",".231",".314",".438",".327","91","-4.6","-19.4","-51.2","-2.2","1009595"
"Jason Phillips","- - -","465","1537","30","138","168","0","7.2 %","11.1 %",".121",".263",".249",".314",".370",".301","80","-23.6","-63.3","-10.5","-2.2","892"
"Marvell Wynne","- - -","940","2937","40","300","244","80","6.5 %","13.6 %",".105",".275",".247",".297",".352",".292","81","-7.9","-71.9","-46.4","-2.2","1014312"
"Paul Zuvella","- - -","207","545","2","41","20","2","6.2 %","9.2 %",".055",".244",".222",".275",".277",".254","52","0.2","-30.4","-9.7","-2.2","1014465"
"Alexi Amarista","- - -","702","1901","21","171","169","39","5.7 %","15.5 %",".093",".264",".231",".275",".323",".262","64","6.1","-74.7","-6.1","-2.3","9063"
"Orlando Mercado","- - -","253","617","7","40","45","4","6.8 %","13.3 %",".082",".220",".199",".259",".281",".247","48","-0.5","-38.1","-4.2","-2.3","1008772"
"Tim Laker","- - -","282","716","11","66","79","5","6.1 %","22.6 %",".100",".282",".226",".276",".326",".265","56","-0.1","-39.0","-8.0","-2.3","1681"
"Wilton Guerrero","- - -","678","1797","11","197","127","42","3.6 %","13.9 %",".087",".324",".282",".308",".369",".299","75","1.9","-56.5","-24.8","-2.3","1378"
"Al Leiter","- - -","306","613","0","15","16","0","5.7 %","47.3 %",".017",".188",".085",".142",".102",".121","-38","0.0","-110.1","66.4","-2.3","883"
"Domingo Ramos","- - -","506","1210","8","109","85","6","7.6 %","11.4 %",".057",".267",".240",".302",".297",".275","65","-2.8","-52.5","-9.8","-2.3","1010677"
"John Burkett","- - -","436","629","0","22","18","0","4.1 %","35.9 %",".011",".159",".093",".136",".104",".117","-38","0.0","-107.2","63.2","-2.3","179"
"Jason Bates","Rockies","319","776","12","88","69","5","11.3 %","19.6 %",".124",".292",".239",".332",".363",".313","63","-2.6","-39.1","-10.6","-2.4","1000660"
"Frank Taveras","- - -","437","1726","1","197","74","96","4.3 %","10.4 %",".063",".287",".257",".291",".319",".278","71","2.6","-53.4","-27.3","-2.4","1012852"
"Jesus Montero","- - -","226","865","28","73","104","0","5.5 %","19.9 %",".145",".287",".253",".295",".398",".299","92","-10.3","-18.6","-32.8","-2.4","5514"
"Jeff Liefer","- - -","288","844","31","89","113","2","6.6 %","26.4 %",".168",".279",".230",".281",".398",".293","72","-1.2","-30.9","-22.5","-2.4","245"
"Kevin Cash","- - -","246","714","12","51","58","0","6.9 %","27.3 %",".095",".238",".183",".248",".278",".238","34","-5.1","-63.2","14.8","-2.4","1593"
"Gary Thurman","- - -","424","879","2","121","64","65","6.9 %","21.3 %",".056",".313",".243",".297",".299",".275","66","5.6","-29.1","-22.3","-2.4","1013051"
"Ken Harvey","Royals","271","1078","27","102","126","3","5.6 %","18.6 %",".137",".317",".274",".322",".411",".319","86","-12.2","-31.6","-30.3","-2.4","604"
