"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Francisco Rosario","- - -","1","5","1","40","1","49.1","8.39","5.29","1.28",".345","71.8 %","33.8 %","10.8 %","6.02","5.24","5.14","-0.1","2091"
"Mark Lemongello","Blue Jays","1","9","0","18","10","83.0","4.34","3.69","1.52",".299","61.2 %","","","6.29","5.30","","-0.1","1007521"
"Juan Salas","Devil Rays","1","1","0","47","0","52.2","7.18","4.10","1.37",".280","72.4 %","32.7 %","9.4 %","4.44","5.24","5.34","-0.1","2533"
"Dario Agrazal","Pirates","4","5","0","15","14","73.1","5.03","2.21","1.84",".283","75.3 %","39.9 %","15.3 %","4.91","5.90","5.90","-0.1","15821"
"Ken Holtzman","Cubs","6","9","0","23","20","117.2","3.37","4.05","1.15",".287","71.4 %","","","4.59","5.15","","-0.1","1005989"
"Mike Smith","- - -","1","1","1","33","1","49.2","4.71","3.99","0.72",".304","68.6 %","","","4.71","4.09","","-0.1","1012182"
"Pierce Johnson","- - -","3","2","0","38","0","44.2","7.66","4.63","1.01",".276","60.7 %","38.2 %","9.1 %","5.44","4.46","5.04","-0.1","13435"
"Joe Crawford","Mets","4","3","0","19","2","46.1","4.86","2.53","1.36",".212","79.1 %","","","3.30","4.84","","-0.1","1002743"
"George Cappuzzello","- - -","1","2","1","35","3","53.0","5.43","4.25","0.68",".248","79.0 %","","","3.23","4.11","","-0.1","1001927"
"Vince Horsman","- - -","4","2","1","141","0","110.2","4.96","4.39","0.73",".277","73.5 %","","","4.07","4.48","","-0.1","1006033"
"Mo Sanford","- - -","2","4","0","27","11","82.1","9.18","6.34","1.53",".271","73.2 %","","","4.81","5.36","","-0.1","1011433"
"Dean Hartgraves","- - -","3","0","0","84","0","79.2","6.55","4.86","0.79",".280","70.5 %","","","4.41","4.52","","-0.1","1005445"
"Roman Mendez","- - -","0","2","0","45","0","46.2","6.17","4.82","0.77",".231","81.6 %","36.6 %","6.3 %","3.09","4.68","5.36","-0.1","10307"
"Tim Layana","- - -","5","5","2","78","0","102.2","5.96","4.91","0.79",".288","70.4 %","","","4.56","4.33","","-0.1","1007413"
"Chris Jakubauskas","- - -","8","10","0","69","15","166.0","5.37","3.04","1.41",".297","66.0 %","43.9 %","12.4 %","5.58","5.01","4.61","-0.1","7831"
"Harrison Musgrave","Rockies","2","3","0","45","0","54.2","7.24","4.77","1.15",".252","73.6 %","35.9 %","10.4 %","4.45","4.87","5.32","-0.1","16532"
"Royce Ring","- - -","3","3","0","99","0","68.0","7.28","5.56","0.66",".288","61.8 %","58.2 %","9.6 %","5.29","4.43","4.48","-0.1","4350"
"Joe Savery","- - -","3","2","0","44","0","51.2","5.57","3.48","0.87",".250","64.4 %","48.8 %","9.8 %","3.83","4.31","4.44","-0.1","2835"
"Felix Diaz","White Sox","2","5","0","18","7","49.1","6.02","2.92","2.37",".304","68.5 %","34.1 %","17.8 %","6.75","6.29","4.97","-0.1","1932"
"Travis Phelps","- - -","3","5","5","79","0","105.2","7.92","4.60","1.28",".255","72.7 %","25.8 %","13.6 %","4.34","4.86","5.70","-0.1","1221"
"Pat Gomez","- - -","1","3","0","71","1","79.0","6.27","5.81","0.68",".289","72.0 %","","","4.56","4.60","","-0.1","1004824"
"Nick Margevicius","Padres","2","6","0","17","12","57.0","6.63","3.00","1.89",".326","62.7 %","44.0 %","20.3 %","6.79","5.64","4.96","-0.1","20395"
"Doug Simons","- - -","2","3","1","49","1","66.0","6.00","2.86","1.09",".286","48.3 %","","","6.68","4.18","","-0.1","1011988"
"Bryan Eversgerd","- - -","2","5","0","76","1","96.0","5.72","3.19","1.03",".322","67.4 %","","","5.16","4.53","","-0.1","1003874"
"Joe Paterson","Diamondbacks","0","3","1","73","0","40.1","6.69","4.24","0.67",".336","66.9 %","45.5 %","7.0 %","6.25","4.52","4.93","-0.1","2565"
"Greg Keagle","Tigers","6","16","0","46","23","171.2","6.71","5.56","1.42",".329","67.0 %","","","6.76","5.87","","-0.1","1006726"
"Dean Crow","Tigers","2","2","0","32","0","45.2","3.55","3.15","1.18",".316","79.0 %","","","3.94","5.24","","-0.1","1002821"
"Daryl Irvine","Red Sox","4","5","0","41","0","63.1","3.84","4.69","0.43",".301","62.6 %","","","5.68","4.33","","-0.1","1006273"
"Deolis Guerra","- - -","7","2","0","74","0","95.2","7.06","2.07","1.51",".298","71.7 %","39.3 %","14.3 %","4.52","4.54","4.33","-0.1","8410"
"Josh Hancock","- - -","9","7","1","102","12","177.2","5.57","2.99","1.52",".257","73.2 %","41.2 %","12.7 %","4.20","5.09","4.75","-0.1","1606"
"Gordie Pladson","Astros","0","4","0","20","6","50.2","3.20","4.09","0.71",".323","62.4 %","","","6.04","4.42","","-0.1","1010383"
"Jeriome Robertson","- - -","16","12","0","51","32","184.1","5.42","3.81","1.56",".303","67.5 %","43.0 %","14.0 %","5.71","5.48","5.03","-0.1","1619"
"Tim Adleman","Reds","9","15","0","43","33","192.0","7.27","3.33","1.97",".271","75.3 %","35.1 %","16.0 %","4.97","5.66","5.19","-0.1","10968"
"Brad Lesley","- - -","1","3","6","54","0","72.1","5.72","3.61","0.87",".249","71.1 %","","","3.86","3.92","","-0.1","1007557"
"Tim Dillard","Brewers","1","4","0","73","0","84.1","6.62","3.09","0.96",".321","65.6 %","52.4 %","12.0 %","4.70","4.13","3.96","-0.1","5518"
"Pat Pacillo","Reds","4","3","0","18","7","50.1","6.08","4.11","1.61",".291","63.3 %","","","5.90","5.25","","-0.1","1009935"
"Barry Jones","- - -","33","33","23","348","0","433.1","5.19","4.03","0.66",".280","73.0 %","","","3.66","4.00","","-0.1","1006526"
"Pat Venditte","- - -","2","2","0","58","0","68.0","7.01","3.71","1.32",".256","65.9 %","36.9 %","10.2 %","5.03","5.04","5.44","-0.1","7108"
"Reggie Cleveland","Brewers","14","17","9","109","14","274.0","3.09","3.35","0.76",".271","65.0 %","","","4.66","4.30","","-0.1","1002347"
"Shairon Martis","- - -","6","7","0","26","19","116.0","4.97","4.27","1.47",".240","67.4 %","39.3 %","11.4 %","5.35","5.65","5.42","-0.1","6781"
"Steve Chitren","Athletics","2","4","4","64","0","78.0","7.62","4.15","0.92",".262","77.0 %","","","3.58","4.02","","-0.1","1002199"
"John Montague","- - -","12","6","10","92","1","207.2","3.81","3.34","1.08",".295","65.7 %","","","5.37","4.61","","-0.1","1009060"
"Clint Nageotte","Mariners","1","6","0","16","5","41.2","5.62","6.48","0.86",".356","63.2 %","58.6 %","12.9 %","7.78","5.57","5.38","-0.1","2156"
"Mike Ekstrom","- - -","0","3","0","51","0","61.0","6.64","3.84","0.89",".325","65.9 %","44.9 %","9.8 %","5.61","4.33","4.38","-0.1","7488"
"Craig Minetto","Athletics","1","7","1","51","14","133.0","4.94","4.40","1.22",".292","64.3 %","","","5.55","4.94","","-0.1","1008977"
"Ryan Garton","- - -","1","3","1","59","0","64.1","6.99","2.52","1.54",".281","70.0 %","42.9 %","14.9 %","4.90","4.66","4.43","-0.1","14016"
"Cesar Valdez","- - -","2","3","0","20","6","50.2","6.04","3.73","1.60",".357","56.0 %","48.3 %","17.6 %","7.64","5.46","4.74","-0.1","9013"
"Gary Eave","- - -","2","3","0","16","8","55.2","4.04","5.66","0.81",".247","78.8 %","","","3.56","5.11","","-0.1","1003651"
"Sandy Rosario","- - -","3","2","0","53","0","49.1","5.11","4.20","0.55",".329","69.8 %","47.7 %","6.5 %","4.93","4.10","4.57","-0.1","1525"
"Jeff Farnsworth","Tigers","2","3","0","44","0","70.0","3.60","3.73","0.77",".353","68.5 %","45.3 %","7.5 %","5.79","4.61","5.07","-0.1","465"
"Miguel del Toro","Giants","2","0","0","23","1","41.0","7.90","3.73","1.76",".284","79.9 %","","","4.61","5.30","","-0.1","1003184"
"Don Wengert","- - -","14","32","3","160","48","438.2","4.64","3.22","1.50",".325","68.1 %","","","6.01","5.47","","-0.1","1013777"
"Jeff Darwin","- - -","0","2","0","38","0","48.1","4.66","3.54","1.30",".274","77.2 %","","","4.47","5.36","","-0.1","1002997"
"Pedro Beato","- - -","4","2","0","85","0","94.0","5.74","3.54","0.67",".268","61.8 %","44.7 %","6.3 %","4.31","4.11","4.68","-0.1","1330"
"Dwayne Henry","- - -","14","15","14","256","1","334.2","7.40","5.81","0.70",".279","69.7 %","","","4.65","4.22","","-0.1","1005670"
"Sean Runyan","Tigers","1","5","1","103","0","64.0","6.47","4.64","1.27",".259","79.9 %","","","3.66","5.22","","-0.1","1011305"
"Jordan Norberto","- - -","4","3","1","78","0","78.2","7.44","5.83","0.92",".247","75.9 %","43.4 %","9.0 %","4.00","4.78","5.02","-0.1","8432"
"Mike Rowland","Giants","1","2","0","28","1","42.2","3.37","2.95","0.63",".214","75.9 %","","","2.74","3.99","","-0.1","1011261"
"Mickey Lolich","Padres","0","2","0","27","5","49.1","3.65","4.01","0.73",".311","63.7 %","","","4.74","4.31","","-0.1","1007712"
"Jon Leicester","- - -","7","6","0","48","6","82.2","6.31","4.03","1.31",".295","64.2 %","42.7 %","12.0 %","5.88","5.13","4.85","-0.1","2092"
"Kenny Robinson","- - -","2","2","0","29","0","48.1","7.45","4.84","1.49",".205","71.4 %","","","3.91","5.35","","-0.1","1011074"
"Andrew Moore","Mariners","1","5","0","12","10","63.2","4.66","1.27","2.26",".245","67.2 %","27.9 %","14.5 %","5.51","5.86","5.71","-0.1","17553"
"Luke Bard","Angels","3","3","0","40","3","60.2","7.86","2.67","1.78",".242","71.4 %","34.7 %","15.6 %","4.90","5.31","5.18","-0.1","14288"
"Steven Jackson","Pirates","2","4","0","51","0","54.1","4.64","4.64","0.99",".274","69.7 %","43.3 %","8.7 %","4.31","5.04","5.25","-0.1","7341"
"Doug Capilla","- - -","4","9","0","99","12","164.1","4.87","5.31","0.55",".279","73.8 %","","","3.83","4.29","","-0.1","1001926"
"Greg Brummett","- - -","4","4","0","13","13","72.2","3.72","3.47","1.49",".290","73.0 %","","","5.08","5.47","","-0.1","1001588"
"J.R. Graham","Twins","1","1","0","40","1","65.1","7.58","3.03","1.38",".328","67.1 %","48.6 %","15.4 %","5.10","4.63","4.12","-0.1","12042"
"Rocky Biddle","- - -","20","30","46","198","41","378.2","6.20","4.04","1.40",".294","65.0 %","50.1 %","17.3 %","5.47","5.24","4.60","-0.1","223"
"Jeff Harris","Mariners","2","5","0","14","8","57.0","4.11","3.16","1.42",".232","73.3 %","36.0 %","11.0 %","4.26","5.38","5.31","-0.1","7189"
"Jose Ascanio","- - -","1","3","0","43","0","46.0","8.02","4.11","1.37",".338","73.4 %","35.6 %","10.4 %","5.28","4.97","4.86","-0.1","3951"
"Satoru Komiyama","Mets","0","3","0","25","0","43.1","6.85","2.49","1.45",".331","67.0 %","38.9 %","12.7 %","5.61","4.58","4.23","-0.1","881"
"Jeremy Powell","Expos","5","16","0","35","27","148.0","4.68","3.89","1.52",".304","64.4 %","","","5.84","5.83","","-0.1","1010490"
"Chris Withrow","- - -","6","0","1","92","0","93.2","9.51","4.61","1.06",".217","80.3 %","42.4 %","12.1 %","3.07","4.15","4.06","-0.1","7161"
"Carlos Reyes","- - -","20","36","4","293","29","558.0","5.81","3.55","1.39",".280","72.8 %","41.7 %","17.9 %","4.66","5.12","4.96","-0.1","1721"
"Joe Horgan","Expos","4","1","2","55","0","46.0","6.85","5.09","0.98",".322","66.2 %","48.7 %","9.6 %","5.48","4.89","5.08","-0.2","2304"
"Rich Scheid","- - -","1","4","0","21","6","54.2","5.76","3.46","1.48",".298","72.2 %","","","4.45","5.17","","-0.2","1011542"
"Corbin Burnes","Brewers","8","5","2","62","4","87.0","10.86","3.21","2.17",".335","66.9 %","46.7 %","28.0 %","6.10","5.09","3.54","-0.2","19361"
"Brian Drahman","- - -","3","2","1","47","0","56.0","4.66","3.70","0.96",".242","75.5 %","","","3.54","4.51","","-0.2","1003476"
"Jesse Biddle","- - -","6","2","1","90","0","91.2","9.13","5.20","1.08",".319","68.1 %","51.9 %","17.5 %","4.71","4.67","4.35","-0.2","11437"
"Nate Field","- - -","4","5","3","89","0","87.2","7.39","4.83","1.33",".303","71.1 %","35.8 %","11.1 %","5.13","5.05","5.01","-0.2","599"
"Dorn Taylor","- - -","3","5","0","27","8","67.2","5.85","4.66","1.33",".279","65.9 %","","","5.45","5.07","","-0.2","1012866"
"Buddy Schultz","Cardinals","4","3","3","31","0","42.1","8.08","2.98","1.49",".277","74.7 %","","","4.46","4.08","","-0.2","1011627"
"Randy Williams","- - -","3","4","0","97","0","82.0","8.23","6.26","0.99",".347","70.6 %","41.1 %","9.4 %","5.82","5.00","5.10","-0.2","2362"
"Ron Blazier","Phillies","4","2","0","63","0","92.0","6.55","3.03","1.37",".323","66.2 %","","","5.38","4.67","","-0.2","1001067"
"Tyler Kinley","- - -","3","1","1","65","0","60.1","8.80","6.56","1.04",".307","73.3 %","40.9 %","10.6 %","5.22","5.04","5.64","-0.2","18297"
"Troy Mattes","Expos","3","3","0","8","8","45.0","5.20","4.20","1.80",".286","67.8 %","","","6.00","6.16","","-0.2","1008252"
"Tyler Webb","- - -","2","2","1","96","0","83.1","7.67","4.00","1.30",".232","70.0 %","39.2 %","13.3 %","4.10","4.80","4.95","-0.2","14974"
"Joel De La Cruz","Braves","0","7","0","22","9","62.2","5.31","3.16","1.44",".268","65.3 %","43.1 %","13.9 %","4.88","5.19","5.03","-0.2","12825"
"Steve Kent","Devil Rays","0","2","1","34","0","57.1","6.44","5.97","0.94",".332","67.3 %","36.4 %","8.5 %","5.65","5.04","5.39","-0.2","1218"
"Jung Bong","- - -","7","4","1","48","4","78.1","7.12","4.94","1.26",".303","68.7 %","46.6 %","14.5 %","5.17","5.00","4.57","-0.2","82"
"Dave Rajsich","Rangers","3","4","2","51","4","102.0","5.91","3.53","1.24",".301","70.9 %","","","4.68","4.48","","-0.2","1010658"
"Pedro Borbon","- - -","7","5","6","70","0","109.2","4.35","2.54","0.98",".288","71.8 %","","","4.10","4.04","","-0.2","1001195"
"Carlos Pulido","Twins","3","8","0","32","15","111.1","3.80","3.80","1.54",".267","62.7 %","30.9 %","5.1 %","5.98","5.80","4.90","-0.2","1815"
"Greg Jones","Angels","0","0","0","38","0","47.2","7.55","4.34","1.51",".313","72.7 %","42.5 %","12.3 %","5.48","5.22","4.95","-0.2","1782"
"Dave Heaverlo","- - -","11","14","13","128","0","170.0","4.45","4.24","0.85",".285","76.6 %","","","3.97","4.54","","-0.2","1005569"
"Hoby Milner","- - -","0","0","0","55","0","42.1","7.02","4.68","1.06",".297","82.8 %","41.2 %","10.2 %","3.40","5.12","5.63","-0.2","13346"
"Scott Winchester","Reds","3","8","0","38","17","116.1","4.26","2.71","1.62",".312","66.4 %","","","5.42","5.63","","-0.2","1014120"
"Chase De Jong","- - -","1","4","0","12","8","47.0","4.98","4.21","1.72",".285","66.8 %","29.1 %","11.8 %","5.94","5.95","6.28","-0.2","15036"
"Joel Johnston","- - -","3","5","2","59","0","85.2","6.41","3.89","1.05",".229","69.6 %","","","4.31","4.45","","-0.2","1006474"
"Trey Hodges","Braves","5","3","0","56","1","77.1","8.38","3.84","1.51",".317","74.2 %","37.9 %","15.5 %","4.77","4.78","4.16","-0.2","1608"
"Marcos Mateo","- - -","2","4","0","70","0","71.2","10.55","3.52","1.63",".303","70.2 %","34.6 %","16.3 %","4.65","4.44","3.57","-0.2","6869"
"John Burke","Rockies","4","6","0","28","9","74.2","6.99","3.98","1.93",".353","69.9 %","","","6.75","5.96","","-0.2","1001686"
"Gonzalez Germen","- - -","3","3","3","129","1","144.0","8.06","5.06","1.06",".309","74.8 %","39.9 %","10.6 %","4.63","4.59","4.67","-0.2","5876"
"Kirk Bullinger","- - -","2","0","1","49","0","51.0","3.88","2.29","1.41",".294","57.8 %","51.4 %","19.4 %","6.53","5.07","4.48","-0.2","552"
"Marc Pisciotta","- - -","4","5","0","75","0","80.2","6.14","6.47","0.67",".273","75.6 %","","","4.24","5.00","","-0.2","1010369"
"Kerry Taylor","Padres","0","5","0","37","8","72.2","5.94","6.19","0.74",".311","61.9 %","","","6.56","5.02","","-0.2","1012881"
"Ross Powell","- - -","0","5","0","48","4","53.1","7.09","5.40","1.18",".296","68.6 %","","","5.40","5.17","","-0.2","1010496"
"Mitch Stetter","Brewers","8","2","1","132","0","86.0","9.31","5.44","0.94",".266","77.2 %","34.4 %","7.9 %","4.08","4.67","5.03","-0.2","5579"
"Rich Hunter","Phillies","3","7","0","14","14","69.1","4.15","4.28","1.30",".306","63.0 %","","","6.49","5.77","","-0.2","1006206"
"Henry Rodriguez","- - -","5","7","11","150","0","150.1","9.04","6.41","0.54",".278","69.2 %","42.4 %","6.2 %","4.31","4.10","4.60","-0.2","6371"
"Ray Krawczyk","- - -","0","4","1","39","1","52.1","7.22","4.99","1.03",".394","64.6 %","","","7.05","4.48","","-0.2","1007149"
"Mike Wright Jr.","- - -","10","12","1","110","23","258.0","7.26","3.45","1.53",".325","66.7 %","38.8 %","14.0 %","6.00","5.22","5.03","-0.2","12586"
"Lisalverto Bonilla","- - -","4","3","0","15","7","57.1","7.06","5.34","1.57",".276","65.4 %","42.5 %","16.7 %","6.28","5.78","5.19","-0.2","11266"
"Randy Rosario","- - -","6","0","1","65","0","63.1","6.39","3.84","1.14",".310","67.6 %","54.2 %","17.0 %","4.83","4.72","4.35","-0.2","14508"
"Tom Mastny","Indians","9","5","5","80","1","94.0","8.14","4.88","1.24",".336","68.2 %","39.6 %","11.0 %","6.13","4.91","4.74","-0.2","5768"
"Bryan Bullington","- - -","1","9","0","26","10","81.2","5.95","3.42","1.43",".320","70.2 %","46.4 %","14.4 %","5.62","5.23","4.54","-0.2","5066"
"Dave Lee","- - -","5","2","1","96","0","115.1","7.57","5.62","1.09",".307","77.1 %","50.0 %","7.1 %","4.37","5.14","5.39","-0.2","1843"
"Erik Sabel","- - -","3","2","0","50","0","61.0","4.57","2.66","1.48",".299","73.8 %","0.0 %","100.0 %","5.02","5.31","4.35","-0.2","1517"
"Shawn Barton","- - -","4","2","1","73","0","65.0","4.02","3.74","0.83",".283","64.7 %","","","4.71","4.70","","-0.2","1000633"
"Ryan Glynn","- - -","9","20","0","52","40","226.1","4.61","4.65","1.63",".305","66.4 %","32.8 %","17.3 %","6.24","6.07","4.90","-0.2","686"
"Ryan Braun","Royals","2","1","0","35","0","50.0","5.40","4.50","1.08",".315","58.2 %","47.1 %","10.7 %","6.66","5.08","4.96","-0.2","5648"
"Mark Hutton","- - -","9","7","0","84","18","189.2","5.27","4.56","1.09",".295","72.1 %","","","4.75","5.24","","-0.2","1006245"
"Kevin Chapman","Astros","3","1","1","58","0","55.0","7.85","5.07","0.82",".301","74.7 %","43.1 %","8.3 %","4.09","4.29","4.60","-0.2","11240"
"Yohander Mendez","Rangers","3","3","0","20","5","47.2","6.23","4.72","1.70",".287","63.1 %","35.5 %","12.9 %","6.23","5.87","5.92","-0.2","14391"
"Edgmer Escalona","Rockies","1","5","0","78","0","100.0","6.39","2.88","1.44",".262","70.9 %","37.0 %","10.7 %","4.50","4.76","4.70","-0.2","8574"
"Cody Eppley","- - -","2","3","0","71","0","56.2","6.19","3.49","0.95",".311","70.1 %","59.9 %","17.6 %","4.61","4.30","3.78","-0.2","9095"
"Glenn Sparkman","- - -","4","14","0","48","26","175.1","5.60","2.93","1.69",".318","67.7 %","38.8 %","14.2 %","6.01","5.50","5.60","-0.2","15200"
"Branden Kline","Orioles","1","4","0","34","0","41.0","7.46","4.17","1.98",".292","70.0 %","39.4 %","20.5 %","5.93","5.87","5.15","-0.2","14101"
"Wayne Rosenthal","Rangers","1","4","1","42","0","75.0","7.44","4.56","1.20",".295","68.3 %","","","5.40","4.49","","-0.2","1011216"
"Amir Garrett","Reds","9","13","0","151","14","189.2","10.06","4.75","1.80",".288","74.4 %","44.3 %","21.5 %","5.12","5.27","4.32","-0.2","14375"
"Enerio Del Rosario","- - -","1","4","0","84","0","82.0","5.05","4.61","0.44",".353","65.6 %","55.1 %","6.1 %","5.60","4.32","4.75","-0.2","4204"
"Kip Young","Tigers","2","2","0","13","7","43.2","4.53","2.27","2.27",".316","70.7 %","","","6.39","5.82","","-0.2","1014384"
"Brian Ellington","Marlins","7","4","0","97","0","102.2","8.59","5.61","0.88",".289","70.4 %","34.4 %","7.1 %","4.65","4.67","5.68","-0.2","17233"
"Mark Ross","- - -","2","2","1","27","0","42.1","3.61","2.13","1.06",".207","63.9 %","","","3.83","4.19","","-0.2","1011233"
"Brandon Cunniff","Braves","4","2","0","54","0","52.0","9.17","5.37","1.04",".263","68.6 %","36.4 %","11.1 %","4.50","4.50","4.62","-0.2","11509"
"Jay Aldrich","- - -","6","5","2","62","0","108.2","3.81","3.23","0.99",".286","68.7 %","","","4.72","4.57","","-0.2","1000117"
"Andres Berumen","Padres","2","3","1","40","0","47.2","8.69","7.17","0.76",".275","66.8 %","","","5.66","4.91","","-0.2","1000919"
"David Herndon","Phillies","2","8","1","97","0","117.0","5.85","3.23","0.92",".318","74.9 %","55.3 %","11.8 %","3.85","4.27","4.02","-0.2","9264"
"Mike Schwabe","Tigers","2","4","0","14","4","48.1","2.61","2.98","1.12",".305","64.3 %","","","5.77","4.86","","-0.2","1011659"
"Virgil Vasquez","- - -","2","6","0","19","10","61.1","5.28","3.38","1.91",".341","70.4 %","37.4 %","14.4 %","6.60","6.04","5.18","-0.2","6124"
"Lance Carter","- - -","13","12","29","181","0","253.2","4.51","2.59","1.35",".253","75.7 %","35.1 %","9.4 %","4.15","4.92","5.16","-0.2","1592"
"Jake Barrett","- - -","2","4","4","105","0","97.0","8.54","4.36","1.48",".275","73.5 %","42.4 %","14.7 %","4.45","4.95","4.74","-0.2","13322"
"Jose Capellan","- - -","5","7","0","99","2","123.1","7.15","3.65","1.53",".286","71.2 %","33.5 %","13.2 %","4.89","5.08","4.63","-0.2","2236"
