"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid","mlbamid"
"Manny Aybar","- - -","5","3","0","111","1","144.2","6.28","4.04","1.37",".284","71.4%","37.8%","10.9%","","4.79","","5.13","3.98","-0.4","1107","110403"
"Joe Wieland","- - -","1","6","0","12","10","52.2","6.66","3.25","1.88",".301","64.0%","40.6%","17.2%","91.2","6.32","","5.49","4.50","-0.4","6109","543921"
"Logan Allen","- - -","5","11","1","45","15","124.1","6.44","3.76","1.45",".329","69.0%","45.3%","16.0%","92.8","5.79","","5.33","4.98","-0.4","18555","663531"
"Josh Stinson","- - -","0","2","1","39","2","52.1","4.99","3.61","1.38",".247","73.6%","47.0%","14.5%","93.7","4.47","","5.33","4.73","-0.4","3219","502139"
"Miguel Sanchez","MIL","3","2","0","40","0","39.1","7.32","5.03","1.60",".278","78.9%","45.8%","18.9%","94.3","4.12","","5.67","4.93","-0.4","20074","667376"
"J.J. Hoover","- - -","19","21","6","290","0","285.0","9.28","4.45","1.42",".266","76.6%","32.2%","12.6%","93.5","4.17","","4.66","4.42","-0.4","9037","543331"
"John Johnstone","SFG","3","4","0","47","0","50.0","6.66","2.34","1.98",".333","69.2%","","","","6.30","","5.41","","-0.4","1006475","116651"
"Donn Roach","- - -","3","1","0","21","2","39.0","4.62","4.15","0.69",".343","68.8%","67.1%","12.5%","90.6","5.77","","4.88","4.68","-0.4","10620","543698"
"Chris Spurling","- - -","6","8","3","187","0","219.0","4.07","2.71","1.15",".268","70.6%","43.8%","10.4%","91.5","4.32","","4.84","4.89","-0.4","1668","400050"
"Quinn Priester","- - -","6","9","0","21","15","99.2","6.23","3.70","1.72",".297","65.5%","55.2%","22.1%","92.9","6.23","","5.72","4.61","-0.4","25977","682990"
"Bo Schultz","- - -","0","3","1","51","0","67.1","6.15","2.41","1.47",".254","68.6%","50.2%","16.9%","96.5","4.54","","4.74","4.05","-0.4","5028","544759"
"Brock Stewart","- - -","8","3","2","90","11","149.0","8.82","4.05","1.75",".304","73.2%","39.5%","16.2%","93.7","4.95","","5.25","4.82","-0.4","16727","592779"
"Rhiner Cruz","- - -","1","3","0","74","0","79.2","6.78","4.74","1.13",".332","72.8%","37.4%","10.1%","96.1","5.20","","4.94","5.10","-0.4","711","462480"
"Dwight Gooden","- - -","6","5","2","27","14","105.0","4.71","3.77","1.97",".281","76.2%","","","","4.71","","6.28","","-0.4","1004852","114947"
"Keith Hessler","- - -","1","1","0","35","0","34.0","6.09","4.50","1.59",".301","74.6%","38.8%","12.2%","92.7","5.56","","5.67","5.68","-0.4","12220","594857"
"Billy Buckner","- - -","7","12","0","44","24","161.1","6.36","3.63","1.67",".332","69.5%","45.1%","17.6%","89.4","6.02","","5.47","4.42","-0.4","8253","434438"
"Jake Thompson","PHI","7","8","2","30","18","116.1","6.27","4.72","1.55",".276","73.0%","46.1%","14.9%","91.7","4.87","","5.80","5.54","-0.4","14371","622097"
"Ben Heller","- - -","2","1","0","58","0","62.0","8.85","4.65","1.31",".308","77.1%","43.9%","13.2%","94.9","4.65","","5.25","5.23","-0.4","15100","621294"
"Ryan Tucker","- - -","2","3","0","18","6","42.0","6.86","5.79","1.93",".323","61.4%","44.7%","17.3%","94.2","8.14","","6.45","5.29","-0.4","1062","457761"
"Tim Byrdak","- - -","13","10","3","443","0","313.1","8.85","5.26","1.15",".272","75.2%","39.9%","10.7%","89.7","4.08","","4.64","4.46","-0.4","1995","136263"
"Carlos Contreras","CIN","0","1","0","39","0","47.1","7.23","7.04","0.95",".261","65.3%","36.7%","7.8%","93.2","5.51","","5.31","5.80","-0.4","10386","542266"
"Todd Erdos","- - -","0","0","2","46","0","71.0","5.20","4.56","1.14",".294","69.1%","","","","5.70","","5.55","","-0.4","1003804","113875"
"Thad Ward","WSN","0","0","0","26","0","35.1","7.64","7.13","1.78",".237","67.1%","45.5%","17.5%","93.5","6.37","","6.68","5.98","-0.5","21513","663658"
"Jesse Orosco","- - -","3","5","3","162","0","79.0","8.66","4.90","1.37",".312","70.6%","35.6%","9.5%","","5.24","","4.89","5.08","-0.5","667","120051"
"Ralph Garza","- - -","3","6","1","46","0","65.1","6.34","4.13","1.24",".276","80.1%","39.5%","12.5%","91.9","3.44","","5.04","5.03","-0.5","17682","621248"
"Jose Cuas","- - -","7","4","2","132","2","119.1","9.20","5.20","1.06",".322","77.0%","45.2%","12.6%","92.2","4.37","","4.87","4.81","-0.5","17701","621016"
"Craig Hansen","- - -","4","9","3","95","0","93.2","6.73","6.05","0.96",".297","60.4%","49.0%","9.8%","94.9","6.34","","5.27","5.36","-0.5","4798","475022"
"Jason Anderson","- - -","2","0","0","32","0","38.0","4.50","7.11","1.42",".258","67.1%","25.4%","9.0%","","6.39","","6.69","7.18","-0.5","1661","425427"
"Mike Mohler","- - -","1","2","0","37","0","33.2","4.54","6.42","1.34",".313","58.3%","","","","8.29","","6.34","","-0.5","1009033","119228"
"Zach Neal","- - -","3","5","2","45","8","112.2","4.95","1.68","1.84",".273","66.2%","46.9%","18.3%","90.5","5.35","","5.37","4.59","-0.5","11294","594943"
"Drew VerHagen","- - -","18","12","0","206","8","281.2","7.48","3.67","1.37",".301","71.6%","49.8%","14.9%","94.0","4.98","","4.93","4.70","-0.5","13424","572403"
"Travis Bergen","- - -","5","0","1","39","1","38.2","8.15","6.05","1.40",".227","82.3%","36.9%","13.3%","91.4","3.96","","5.65","5.85","-0.5","18581","664157"
"P.J. Walters","- - -","6","10","0","40","24","152.0","6.16","3.67","1.72",".307","63.9%","41.3%","15.7%","89.3","6.28","","5.49","4.67","-0.5","9557","502208"
"Seth McClung","- - -","26","34","6","177","51","430.1","6.57","5.31","1.28",".282","69.2%","38.6%","11.0%","94.3","5.46","","5.40","5.32","-0.5","1657","425528"
"Geoff Hartlieb","- - -","1","1","0","64","0","79.1","8.62","6.24","1.25",".350","62.0%","47.9%","15.1%","96.5","7.37","","5.39","5.29","-0.5","19558","664129"
"Carson Fulmer","- - -","7","15","0","114","24","227.1","8.12","4.99","1.39",".276","68.3%","40.7%","13.2%","93.3","5.38","","5.34","5.30","-0.5","18311","608334"
"Stan Belinda","- - -","1","3","1","56","0","46.2","9.84","4.24","2.70",".315","59.6%","","","","7.71","","6.46","","-0.5","1000792","110811"
"Zac Curtis","- - -","0","2","0","42","0","38.0","8.05","8.29","0.95",".262","72.3%","37.7%","9.1%","91.9","4.74","","5.97","6.55","-0.5","16684","657205"
"Scott Kamieniecki","- - -","3","4","2","52","0","58.0","7.14","6.52","1.40",".318","71.0%","","","","5.59","","5.79","","-0.5","1006681","116824"
"Josh Ravin","- - -","2","3","1","35","0","38.2","10.47","4.42","1.86",".228","72.9%","39.4%","19.0%","96.8","5.12","","5.22","4.34","-0.5","2951","502051"
"Scott Erickson","- - -","12","28","0","79","58","347.0","3.66","4.36","1.32",".311","65.4%","55.5%","15.4%","","6.41","","5.75","5.12","-0.5","137","113884"
"Brad Voyles","KCR","0","4","1","40","3","68.1","7.38","5.80","1.58",".333","67.4%","25.0%","13.6%","","6.59","","5.76","5.25","-0.5","1490","400143"
"Gavin Hollowell","- - -","2","2","1","33","0","42.0","8.79","4.71","1.93",".272","68.6%","33.1%","16.4%","93.5","6.00","","6.06","5.39","-0.5","25427","668970"
"Justin Shafer","- - -","2","1","1","45","0","53.2","7.71","6.04","1.51",".293","77.4%","30.3%","12.3%","94.1","4.70","","5.85","6.30","-0.5","16132","596101"
"Luis Frias","- - -","2","2","0","58","0","61.0","8.11","6.79","0.89",".362","62.8%","40.7%","8.7%","96.4","7.38","","5.08","5.60","-0.5","21997","666818"
"Scott Elarton","- - -","45","55","0","162","153","884.1","5.30","3.61","1.82",".274","68.2%","33.0%","13.0%","89.4","5.67","","5.86","5.49","-0.5","426","134003"
"Chance Adams","- - -","1","2","1","22","1","41.2","7.13","3.24","2.38",".372","59.7%","31.8%","18.3%","92.0","8.42","","6.27","5.59","-0.5","18135","664856"
"Mike Gosling","- - -","3","4","0","58","9","117.0","5.69","5.54","1.38",".316","75.3%","39.1%","12.1%","91.2","4.85","","5.79","5.51","-0.5","2204","428420"
"Blake Hawksworth","- - -","10","13","0","124","8","183.1","6.09","3.29","1.13",".287","72.1%","49.6%","12.4%","94.7","4.07","","4.49","4.13","-0.5","8963","458003"
"Jae Kuk Ryu","- - -","1","3","0","28","1","39.2","7.26","4.08","2.04",".354","68.8%","46.6%","19.1%","86.5","7.49","","6.35","4.98","-0.5","8228","472490"
"Mike Johnson","MON","5","6","0","51","13","112.2","6.39","4.55","1.68",".285","68.7%","","","","6.23","","5.94","","-0.5","1006487","116611"
"Yohan Ramirez","- - -","6","9","7","140","0","169.0","9.21","4.58","1.07",".286","72.2%","44.6%","12.6%","95.4","4.58","","4.84","4.85","-0.5","19444","670990"
"Luther Hackman","- - -","8","8","1","144","6","196.0","5.42","4.27","0.96",".283","69.6%","41.0%","7.7%","","4.64","","4.85","5.09","-0.5","1155","235097"
"Bobby Cassevah","LAA","3","3","0","50","0","64.2","4.73","4.59","0.42",".256","74.0%","65.9%","7.9%","93.1","3.20","","4.27","4.42","-0.5","6950","445001"
"Brian Cooper","- - -","4","13","0","37","21","140.0","3.86","3.60","1.86",".272","64.8%","38.5%","16.7%","","5.98","","6.19","5.46","-0.5","1295","150001"
"Justin Dunn","- - -","6","7","0","32","32","133.2","7.61","5.79","1.82",".215","81.7%","32.6%","14.6%","92.5","4.44","","6.23","6.03","-0.5","19268","643290"
"Jeff Bennett","- - -","8","17","3","179","6","228.1","6.07","4.26","0.95",".303","74.2%","54.5%","12.8%","92.7","4.30","","4.71","4.48","-0.5","1903","430831"
"Jordan Smith","CIN","3","2","1","54","0","62.0","5.66","2.76","1.45",".332","76.5%","47.6%","14.5%","92.7","4.94","","4.96","4.24","-0.5","9515","502136"
"Tim Wood","- - -","1","4","1","57","0","58.0","4.34","5.12","0.78",".294","72.2%","41.1%","6.8%","94.0","4.50","","4.99","5.47","-0.5","3775","445971"
"Josh Rupe","- - -","5","3","0","90","1","156.2","5.17","4.42","1.03",".312","73.2%","54.1%","12.2%","93.2","5.06","","5.22","4.98","-0.5","7206","434666"
"Dylan Dodd","ATL","2","2","0","8","7","36.1","4.21","3.22","2.23",".361","68.5%","36.2%","14.3%","92.5","7.68","","6.69","6.33","-0.5","29928","689266"
"Connor Seabold","- - -","1","11","0","33","19","108.2","7.12","3.15","2.07",".359","59.9%","32.9%","14.0%","92.6","8.12","","5.96","5.63","-0.5","19695","657756"
"Yerry Rodriguez","- - -","1","1","0","30","1","36.1","8.17","4.71","1.98",".345","59.9%","33.3%","15.1%","96.8","8.17","","5.98","5.39","-0.5","21955","666720"
"B.J. Rosenberg","PHI","4","2","1","57","1","56.2","8.26","4.76","1.43",".310","68.5%","36.0%","13.0%","95.3","5.72","","5.01","4.61","-0.5","7183","543725"
"Rocky Cherry","- - -","1","4","1","40","0","48.1","7.08","6.52","1.30",".260","66.0%","39.3%","10.9%","91.3","5.77","","5.93","5.74","-0.5","5188","457122"
"Sam Howard","- - -","7","7","0","103","1","91.0","11.08","5.74","1.68",".290","72.5%","38.8%","17.7%","93.0","5.34","","5.42","4.93","-0.5","16265","607572"
"Thomas Eshelman","BAL","4","6","0","31","14","98.1","4.48","2.75","2.29",".276","69.0%","34.1%","17.0%","85.8","5.77","","6.51","6.04","-0.5","18361","664045"
"Rookie Davis","- - -","1","4","0","12","7","34.2","7.79","5.71","2.60",".360","67.8%","43.5%","25.0%","92.6","8.05","","7.18","5.54","-0.5","14962","606959"
"Luke Farrell","- - -","5","5","0","69","7","102.2","9.38","4.73","1.75",".285","73.2%","32.4%","14.7%","91.8","5.00","","5.25","5.01","-0.5","15101","608652"
"Robert Dugger","- - -","0","7","0","27","13","86.2","6.96","4.05","1.87",".324","59.1%","34.8%","14.9%","90.9","7.17","","5.89","5.75","-0.5","19191","667498"
"Brian Powell","- - -","4","10","0","41","18","136.0","4.90","3.57","1.85",".277","69.1%","40.5%","14.4%","","5.69","","5.88","4.90","-0.5","490","150064"
"Darwin Cubillan","- - -","1","0","0","56","0","69.2","6.98","5.68","1.68",".359","69.2%","45.5%","27.3%","","6.85","","5.90","5.15","-0.5","771","319114"
"Zac Rosscup","- - -","5","2","0","120","0","86.2","12.15","5.82","1.66",".333","73.8%","37.1%","17.8%","93.1","5.09","","4.82","4.03","-0.5","9419","573127"
"Dave Lee","- - -","2","0","1","60","0","66.1","8.01","5.83","1.36",".322","76.4%","50.0%","7.1%","","4.88","","5.50","5.41","-0.5","1843","150049"
"Bobby Jones","- - -","0","2","0","30","3","51.2","7.14","6.79","1.22",".288","74.8%","32.6%","11.9%","","5.05","","5.71","6.13","-0.5","1454","116718"
"Alan Busenitz","- - -","5","2","0","60","0","68.0","7.54","3.18","1.72",".313","70.4%","36.3%","14.1%","95.4","4.90","","5.13","4.94","-0.5","15239","641427"
"Matt Dermody","- - -","2","1","0","31","1","31.1","6.61","2.30","2.59",".277","72.7%","39.8%","20.9%","92.3","5.74","","6.58","5.26","-0.5","14844","571616"
"Nick Nastrini","CHW","0","7","0","9","8","35.2","6.56","9.08","1.77",".240","60.8%","31.5%","11.7%","93.9","7.07","","7.37","7.36","-0.5","29833","680897"
"Jordan Weems","- - -","6","4","0","140","0","155.2","9.31","4.45","1.50",".272","66.1%","37.4%","13.6%","96.3","5.26","","4.89","4.66","-0.5","13190","607179"
"Nick Kingham","- - -","9","9","1","43","19","131.2","7.86","3.49","1.98",".319","68.4%","39.5%","17.8%","92.1","6.08","","5.58","4.93","-0.5","11694","592468"
"Taylor Widener","ARI","2","3","0","49","13","107.2","9.11","4.51","1.76",".274","80.8%","34.1%","14.4%","93.2","4.26","","5.54","5.36","-0.5","19266","642203"
"Leo Estrella","- - -","7","3","3","62","0","72.0","3.50","2.75","1.38",".312","76.8%","51.4%","15.2%","","4.88","","5.29","4.83","-0.5","277","150471"
"Chasen Bradford","- - -","7","0","1","86","0","104.0","6.58","2.68","1.56",".268","78.9%","50.3%","16.1%","91.1","3.89","","5.00","4.62","-0.5","12452","607473"
"Thyago Vieira","- - -","2","3","2","53","0","66.2","8.78","5.54","1.62",".302","70.3%","36.0%","14.3%","97.2","5.81","","5.63","5.34","-0.5","14510","600986"
"Spencer Howard","- - -","4","13","0","47","32","144.0","8.50","4.31","1.94",".340","62.6%","38.2%","16.1%","94.3","7.00","","5.63","5.04","-0.5","23252","675921"
"Johnny Barbato","- - -","1","3","0","44","0","48.1","7.45","5.21","1.68",".284","70.6%","36.9%","15.0%","94.5","6.14","","5.97","5.69","-0.5","11440","592127"
"Brandon Villafuerte","- - -","1","7","3","91","0","102.2","6.75","5.26","1.23",".304","81.8%","52.7%","12.5%","","4.12","","5.25","4.70","-0.5","1059","276344"
"Mayckol Guaipe","SEA","0","3","0","26","0","34.0","7.15","4.50","1.32",".359","67.3%","49.5%","15.2%","93.8","5.29","","5.22","4.80","-0.5","11663","515052"
"Carmen Cali","- - -","0","1","0","40","0","34.1","7.08","7.34","1.57",".351","73.6%","49.6%","16.2%","87.8","6.55","","6.48","5.64","-0.5","2964","434118"
"Jose Dominguez","- - -","2","0","0","52","0","56.0","5.95","4.02","1.13",".280","67.8%","45.9%","12.1%","97.1","4.82","","5.09","5.07","-0.5","11571","523848"
"Bruce Zimmermann","BAL","8","10","0","38","27","158.1","7.16","2.05","2.27",".318","74.3%","41.1%","20.6%","91.3","5.57","","5.68","4.37","-0.5","20370","669145"
"Nate Adcock","- - -","2","6","1","56","5","123.0","5.85","4.10","1.02",".292","73.8%","52.1%","12.7%","92.6","4.17","","4.78","4.52","-0.5","3282","502264"
"Steve Colyer","- - -","1","1","0","61","0","55.1","8.30","6.02","1.46",".355","78.3%","38.5%","14.5%","90.2","5.04","","5.39","4.89","-0.5","1678","407873"
"Zach Logue","- - -","3","8","0","19","10","70.0","7.20","2.83","2.19",".317","61.9%","33.1%","15.3%","90.4","7.20","","5.72","4.94","-0.5","20231","656657"
"Alfredo Figaro","- - -","5","8","1","52","9","114.1","6.53","2.68","1.65",".295","67.8%","44.1%","16.0%","95.2","5.04","","4.95","4.07","-0.5","8404","451628"
"Matt Roney","- - -","1","10","0","48","11","104.2","4.04","4.21","1.46",".257","66.8%","36.1%","11.6%","","5.42","","5.77","5.70","-0.5","1670","425662"
